a : -128.0000, 0 -> 4
b : 151.0000, 0 -> 1
c : 702.0000, 0 -> 1
d : 762.0000, 0 -> 4
a : 983.0000, 1 -> 1
b : 479.0000, 1 -> 2
c : 763.0000, 1 -> 3
d : 186.0000, 1 -> 0
a : -702.0000, 2 -> 2
b : -834.0000, 2 -> 1
c : 360.0000, 2 -> 0
d : -542.0000, 2 -> 0
a : 228.0000, 3 -> 2
b : -956.0000, 3 -> 2
c : 375.0000, 3 -> 4
d : -655.0000, 3 -> 0
a : 381.0000, 4 -> 1
b : -626.0000, 4 -> 0
c : -178.0000, 4 -> 3
d : 896.0000, 4 -> 4
a : -839.0000, 0 -> 1
b : 173.0000, 0 -> 0
d : -72.0000, 1 -> 3
a : -414.0000, 1 -> 0
c : 152.0000, 2 -> 4
a : -384.0000, 2 -> 3
d : -57.0000, 3 -> 4
d : 421.0000, 3 -> 3
d : -316.0000, 4 -> 2
d : 699.0000, 4 -> 1
