a : -455.0000, 0 -> 5
b : -767.0000, 0 -> 0
c : 179.0000, 0 -> 5
d : -999.0000, 0 -> 2
a : 224.0000, 1 -> 5
b : -518.0000, 1 -> 2
c : -928.0000, 1 -> 2
d : 392.0000, 1 -> 6
a : 230.0000, 2 -> 2
b : 207.0000, 2 -> 0
c : -880.0000, 2 -> 6
d : -926.0000, 2 -> 4
a : 268.0000, 3 -> 4
b : 50.0000, 3 -> 1
c : -43.0000, 3 -> 5
d : -526.0000, 3 -> 2
a : -17.0000, 4 -> 6
b : -322.0000, 4 -> 0
c : 2.0000, 4 -> 5
d : 946.0000, 4 -> 2
a : 18.0000, 5 -> 1
b : -315.0000, 5 -> 1
c : -973.0000, 5 -> 3
d : -879.0000, 5 -> 1
a : -624.0000, 6 -> 3
b : -744.0000, 6 -> 3
c : 218.0000, 6 -> 6
d : -626.0000, 6 -> 1
c : -435.0000, 0 -> 0
d : -240.0000, 0 -> 4
b : 815.0000, 1 -> 4
d : -525.0000, 1 -> 3
c : -338.0000, 2 -> 2
d : -348.0000, 2 -> 2
d : 511.0000, 3 -> 3
d : 670.0000, 3 -> 0
a : -593.0000, 4 -> 0
c : -216.0000, 4 -> 6
b : -906.0000, 5 -> 3
b : 519.0000, 5 -> 5
a : 570.0000, 6 -> 2
c : 205.0000, 6 -> 0
