a : -869.0000, 0 -> 7
b : -568.0000, 0 -> 1
c : -921.0000, 0 -> 6
d : -253.0000, 0 -> 1
a : 917.0000, 1 -> 2
b : 805.0000, 1 -> 7
c : -85.0000, 1 -> 2
d : -39.0000, 1 -> 7
a : -290.0000, 2 -> 5
b : -316.0000, 2 -> 2
c : -316.0000, 2 -> 2
d : -558.0000, 2 -> 7
a : 337.0000, 3 -> 2
b : -527.0000, 3 -> 0
c : -501.0000, 3 -> 7
d : 621.0000, 3 -> 4
a : 486.0000, 4 -> 7
b : 553.0000, 4 -> 7
c : 369.0000, 4 -> 3
d : -488.0000, 4 -> 1
a : -258.0000, 5 -> 5
b : -350.0000, 5 -> 1
c : 457.0000, 5 -> 0
d : 339.0000, 5 -> 0
a : 209.0000, 6 -> 5
b : 757.0000, 6 -> 7
c : 248.0000, 6 -> 2
d : -574.0000, 6 -> 6
a : 11.0000, 7 -> 2
b : -978.0000, 7 -> 7
c : -33.0000, 7 -> 4
d : 273.0000, 7 -> 4
c : 305.0000, 0 -> 1
c : 912.0000, 0 -> 0
c : 376.0000, 1 -> 7
b : 596.0000, 1 -> 6
d : 737.0000, 2 -> 6
d : 624.0000, 2 -> 0
c : -856.0000, 3 -> 5
c : 798.0000, 3 -> 3
d : -267.0000, 4 -> 2
a : -122.0000, 4 -> 3
d : -207.0000, 5 -> 1
b : 136.0000, 5 -> 6
c : -320.0000, 6 -> 4
a : -146.0000, 6 -> 0
b : 738.0000, 7 -> 3
d : 535.0000, 7 -> 5
