a : 359.0000, 0 -> 5
b : -495.0000, 0 -> 0
c : 135.0000, 0 -> 3
d : 88.0000, 0 -> 5
a : -330.0000, 1 -> 5
b : 782.0000, 1 -> 3
c : 100.0000, 1 -> 0
d : 34.0000, 1 -> 0
a : -188.0000, 2 -> 0
b : 124.0000, 2 -> 1
c : -25.0000, 2 -> 2
d : 962.0000, 2 -> 2
a : -150.0000, 3 -> 2
b : -851.0000, 3 -> 0
c : 693.0000, 3 -> 1
d : 335.0000, 3 -> 1
a : -837.0000, 4 -> 5
b : -824.0000, 4 -> 1
c : 490.0000, 4 -> 5
d : -930.0000, 4 -> 3
a : -404.0000, 5 -> 2
b : 897.0000, 5 -> 3
c : 329.0000, 5 -> 2
d : 467.0000, 5 -> 4
c : -181.0000, 0 -> 4
c : -732.0000, 0 -> 0
c : -219.0000, 1 -> 5
a : -596.0000, 1 -> 4
b : 939.0000, 2 -> 4
d : -657.0000, 2 -> 3
a : -475.0000, 3 -> 5
a : -996.0000, 3 -> 0
c : -781.0000, 4 -> 3
a : -544.0000, 4 -> 4
a : -828.0000, 5 -> 0
d : 304.0000, 5 -> 1
