a : 698.0000, 0 -> 3
b : -499.0000, 0 -> 2
c : 144.0000, 0 -> 1
d : 172.0000, 0 -> 0
a : 591.0000, 1 -> 1
b : -649.0000, 1 -> 3
c : 325.0000, 1 -> 3
d : -139.0000, 1 -> 3
a : -786.0000, 2 -> 2
b : 294.0000, 2 -> 0
c : -330.0000, 2 -> 1
d : -261.0000, 2 -> 0
a : -73.0000, 3 -> 3
b : -250.0000, 3 -> 0
c : 179.0000, 3 -> 3
d : -817.0000, 3 -> 3
b : 15.0000, 0 -> 1
d : -803.0000, 0 -> 2
b : 624.0000, 1 -> 2
c : -844.0000, 1 -> 0
d : -837.0000, 2 -> 1
d : -330.0000, 2 -> 3
d : 622.0000, 3 -> 1
b : 119.0000, 3 -> 1
