a : -458.0000, 0 -> 7
b : 609.0000, 0 -> 2
a : -879.0000, 1 -> 7
b : 343.0000, 1 -> 7
a : -557.0000, 2 -> 2
b : 643.0000, 2 -> 0
a : -220.0000, 3 -> 2
b : 553.0000, 3 -> 4
a : -551.0000, 4 -> 3
b : -617.0000, 4 -> 0
a : -818.0000, 5 -> 4
b : 617.0000, 5 -> 0
a : -552.0000, 6 -> 7
b : -401.0000, 6 -> 3
a : -139.0000, 7 -> 5
b : -53.0000, 7 -> 5
a : -103.0000, 0 -> 0
a : 195.0000, 1 -> 4
a : 827.0000, 2 -> 1
b : -556.0000, 3 -> 2
b : 406.0000, 4 -> 4
a : 814.0000, 5 -> 6
b : 539.0000, 6 -> 5
b : 790.0000, 7 -> 0
