a : -620.0000, 0 -> 6
b : -825.0000, 0 -> 4
c : -153.0000, 0 -> 1
a : -990.0000, 1 -> 3
b : 696.0000, 1 -> 3
c : 153.0000, 1 -> 4
a : 576.0000, 2 -> 4
b : -227.0000, 2 -> 4
c : 208.0000, 2 -> 0
a : -489.0000, 3 -> 5
b : -197.0000, 3 -> 5
c : 352.0000, 3 -> 4
a : -460.0000, 4 -> 2
b : 614.0000, 4 -> 5
c : 852.0000, 4 -> 6
a : -963.0000, 5 -> 3
b : 326.0000, 5 -> 6
c : -316.0000, 5 -> 0
a : 893.0000, 6 -> 6
b : -388.0000, 6 -> 4
c : 982.0000, 6 -> 0
c : -255.0000, 0 -> 2
a : -402.0000, 1 -> 4
b : -363.0000, 2 -> 6
b : -676.0000, 3 -> 0
b : -232.0000, 4 -> 4
b : 275.0000, 5 -> 4
a : -822.0000, 6 -> 3
