a : 94.0000, 0 -> 0
b : 953.0000, 0 -> 1
c : 729.0000, 0 -> 3
d : -343.0000, 0 -> 4
a : 813.0000, 1 -> 3
b : -967.0000, 1 -> 1
c : 402.0000, 1 -> 2
d : 135.0000, 1 -> 1
a : -655.0000, 2 -> 1
b : -258.0000, 2 -> 1
c : -297.0000, 2 -> 0
d : -963.0000, 2 -> 0
a : -512.0000, 3 -> 4
b : 583.0000, 3 -> 2
c : -230.0000, 3 -> 2
d : 384.0000, 3 -> 1
a : -590.0000, 4 -> 2
b : -946.0000, 4 -> 4
c : 858.0000, 4 -> 2
d : 537.0000, 4 -> 4
d : -861.0000, 0 -> 1
b : 109.0000, 0 -> 4
d : -261.0000, 1 -> 4
b : -605.0000, 1 -> 2
a : -117.0000, 2 -> 0
a : 760.0000, 2 -> 3
b : -137.0000, 3 -> 4
c : -872.0000, 3 -> 4
a : -17.0000, 4 -> 1
b : 683.0000, 4 -> 0
