a : -923.0000, 0 -> 3
b : 7.0000, 0 -> 1
c : 601.0000, 0 -> 5
a : -547.0000, 1 -> 5
b : -182.0000, 1 -> 4
c : 739.0000, 1 -> 5
a : 757.0000, 2 -> 0
b : -128.0000, 2 -> 3
c : 361.0000, 2 -> 3
a : 475.0000, 3 -> 4
b : -822.0000, 3 -> 4
c : -93.0000, 3 -> 0
a : -986.0000, 4 -> 1
b : 235.0000, 4 -> 3
c : -336.0000, 4 -> 1
a : -325.0000, 5 -> 4
b : 613.0000, 5 -> 4
c : -603.0000, 5 -> 5
b : 757.0000, 0 -> 2
a : -875.0000, 1 -> 4
b : -365.0000, 2 -> 5
a : 364.0000, 3 -> 3
b : -236.0000, 4 -> 1
b : 187.0000, 5 -> 1
