a : -40.0000, 0 -> 4
b : 243.0000, 0 -> 6
c : 4.0000, 0 -> 0
d : 158.0000, 0 -> 4
a : -835.0000, 1 -> 2
b : 28.0000, 1 -> 4
c : 273.0000, 1 -> 5
d : 268.0000, 1 -> 3
a : 115.0000, 2 -> 7
b : 866.0000, 2 -> 5
c : -359.0000, 2 -> 2
d : -135.0000, 2 -> 5
a : -424.0000, 3 -> 4
b : 51.0000, 3 -> 5
c : -578.0000, 3 -> 3
d : 349.0000, 3 -> 3
a : -292.0000, 4 -> 0
b : -519.0000, 4 -> 6
c : -92.0000, 4 -> 3
d : 144.0000, 4 -> 7
a : 405.0000, 5 -> 7
b : 996.0000, 5 -> 0
c : 514.0000, 5 -> 2
d : 358.0000, 5 -> 4
a : -168.0000, 6 -> 6
b : 844.0000, 6 -> 1
c : -566.0000, 6 -> 7
d : 768.0000, 6 -> 7
a : -138.0000, 7 -> 1
b : 893.0000, 7 -> 1
c : 24.0000, 7 -> 5
d : -128.0000, 7 -> 2
c : -36.0000, 0 -> 5
b : 220.0000, 0 -> 7
d : 722.0000, 1 -> 4
b : -175.0000, 1 -> 2
b : 65.0000, 2 -> 3
a : 918.0000, 2 -> 3
c : -215.0000, 3 -> 2
a : -176.0000, 3 -> 3
d : 408.0000, 4 -> 4
c : -563.0000, 4 -> 2
c : -143.0000, 5 -> 6
d : 733.0000, 5 -> 2
b : 139.0000, 6 -> 0
a : 142.0000, 6 -> 5
c : 220.0000, 7 -> 7
d : 640.0000, 7 -> 5
