a : -479.0000, 0 -> 3
b : -356.0000, 0 -> 4
c : 528.0000, 0 -> 0
d : 22.0000, 0 -> 3
a : -464.0000, 1 -> 4
b : -545.0000, 1 -> 3
c : -528.0000, 1 -> 0
d : 145.0000, 1 -> 0
a : 578.0000, 2 -> 2
b : -375.0000, 2 -> 4
c : 745.0000, 2 -> 1
d : -377.0000, 2 -> 0
a : -543.0000, 3 -> 3
b : -369.0000, 3 -> 2
c : 259.0000, 3 -> 3
d : -745.0000, 3 -> 1
a : -872.0000, 4 -> 2
b : -782.0000, 4 -> 4
c : -366.0000, 4 -> 1
d : 227.0000, 4 -> 4
b : 305.0000, 0 -> 0
d : 205.0000, 0 -> 4
a : -276.0000, 1 -> 3
c : 730.0000, 1 -> 3
d : -289.0000, 2 -> 2
d : -423.0000, 2 -> 1
d : -160.0000, 3 -> 4
d : 912.0000, 3 -> 3
a : 391.0000, 4 -> 3
d : -347.0000, 4 -> 2
