a : 906.0000, 0 -> 3
b : -577.0000, 0 -> 5
c : -846.0000, 0 -> 4
a : 789.0000, 1 -> 6
b : -870.0000, 1 -> 1
c : 440.0000, 1 -> 4
a : 416.0000, 2 -> 2
b : 66.0000, 2 -> 4
c : 703.0000, 2 -> 2
a : -318.0000, 3 -> 1
b : -156.0000, 3 -> 2
c : 498.0000, 3 -> 7
a : -404.0000, 4 -> 2
b : -262.0000, 4 -> 0
c : -395.0000, 4 -> 5
a : -239.0000, 5 -> 2
b : 343.0000, 5 -> 6
c : -625.0000, 5 -> 6
a : -388.0000, 6 -> 1
b : -853.0000, 6 -> 4
c : 456.0000, 6 -> 1
a : 959.0000, 7 -> 1
b : -903.0000, 7 -> 7
c : 717.0000, 7 -> 5
a : 504.0000, 0 -> 1
b : 956.0000, 1 -> 2
c : 248.0000, 2 -> 4
b : -421.0000, 3 -> 0
b : 399.0000, 4 -> 5
b : 373.0000, 5 -> 4
c : -800.0000, 6 -> 5
a : 277.0000, 7 -> 0
