a : -604.0000, 0 -> 2
b : -806.0000, 0 -> 2
c : -455.0000, 0 -> 2
d : -443.0000, 0 -> 2
a : -348.0000, 1 -> 5
b : 364.0000, 1 -> 3
c : -475.0000, 1 -> 0
d : -428.0000, 1 -> 3
a : -638.0000, 2 -> 0
b : -937.0000, 2 -> 4
c : -285.0000, 2 -> 6
d : 201.0000, 2 -> 4
a : -459.0000, 3 -> 2
b : 387.0000, 3 -> 1
c : 226.0000, 3 -> 0
d : -291.0000, 3 -> 6
a : 665.0000, 4 -> 5
b : 843.0000, 4 -> 5
c : -170.0000, 4 -> 5
d : 924.0000, 4 -> 4
a : -137.0000, 5 -> 0
b : 758.0000, 5 -> 4
c : 673.0000, 5 -> 2
d : 144.0000, 5 -> 0
a : -684.0000, 6 -> 3
b : 671.0000, 6 -> 6
c : 424.0000, 6 -> 3
d : -771.0000, 6 -> 5
a : 775.0000, 0 -> 5
b : -248.0000, 0 -> 0
b : -605.0000, 1 -> 6
b : -305.0000, 1 -> 5
c : 561.0000, 2 -> 0
a : 504.0000, 2 -> 1
d : -3.0000, 3 -> 0
a : 444.0000, 3 -> 1
d : -215.0000, 4 -> 5
c : 298.0000, 4 -> 1
d : 792.0000, 5 -> 3
c : -210.0000, 5 -> 0
b : 564.0000, 6 -> 0
b : 789.0000, 6 -> 4
