a : -534.0000, 0 -> 3
b : 669.0000, 0 -> 3
c : -281.0000, 0 -> 5
d : 472.0000, 0 -> 0
a : 804.0000, 1 -> 5
b : -532.0000, 1 -> 0
c : 619.0000, 1 -> 4
d : -437.0000, 1 -> 2
a : -158.0000, 2 -> 5
b : -960.0000, 2 -> 1
c : 495.0000, 2 -> 3
d : -865.0000, 2 -> 4
a : 165.0000, 3 -> 3
b : -22.0000, 3 -> 0
c : 642.0000, 3 -> 4
d : 460.0000, 3 -> 3
a : 672.0000, 4 -> 2
b : -408.0000, 4 -> 5
c : -943.0000, 4 -> 5
d : 598.0000, 4 -> 2
a : 327.0000, 5 -> 3
b : 544.0000, 5 -> 2
c : 393.0000, 5 -> 3
d : 976.0000, 5 -> 5
b : -459.0000, 0 -> 1
d : 419.0000, 0 -> 4
d : -35.0000, 1 -> 1
c : -593.0000, 1 -> 3
a : -662.0000, 2 -> 0
d : -852.0000, 2 -> 3
b : 471.0000, 3 -> 3
a : -5.0000, 3 -> 4
a : -798.0000, 4 -> 4
a : -479.0000, 4 -> 0
d : -94.0000, 5 -> 4
d : -662.0000, 5 -> 0
