a : 938.0000, 0 -> 4
b : -417.0000, 0 -> 1
c : -336.0000, 0 -> 3
a : -567.0000, 1 -> 1
b : -476.0000, 1 -> 5
c : -894.0000, 1 -> 3
a : 597.0000, 2 -> 5
b : -676.0000, 2 -> 4
c : 967.0000, 2 -> 1
a : 200.0000, 3 -> 4
b : 563.0000, 3 -> 3
c : 299.0000, 3 -> 5
a : 668.0000, 4 -> 4
b : 381.0000, 4 -> 0
c : -838.0000, 4 -> 5
a : 661.0000, 5 -> 3
b : -644.0000, 5 -> 1
c : 93.0000, 5 -> 1
a : -267.0000, 0 -> 2
b : 533.0000, 1 -> 0
b : 787.0000, 2 -> 5
c : -444.0000, 3 -> 3
b : -505.0000, 4 -> 1
c : 422.0000, 5 -> 2
