a : -937.0000, 0 -> 2
b : 288.0000, 0 -> 3
c : 700.0000, 0 -> 2
a : 688.0000, 1 -> 4
b : -791.0000, 1 -> 4
c : 846.0000, 1 -> 5
a : -811.0000, 2 -> 0
b : -532.0000, 2 -> 5
c : 275.0000, 2 -> 5
a : 756.0000, 3 -> 3
b : 27.0000, 3 -> 5
c : -992.0000, 3 -> 0
a : 884.0000, 4 -> 3
b : -665.0000, 4 -> 5
c : 409.0000, 4 -> 2
a : 161.0000, 5 -> 4
b : 393.0000, 5 -> 0
c : 706.0000, 5 -> 1
c : 51.0000, 0 -> 0
c : -864.0000, 1 -> 1
b : -59.0000, 2 -> 2
c : -569.0000, 3 -> 2
c : -960.0000, 4 -> 3
b : 711.0000, 5 -> 4
