a : -479.0000, 0 -> 3
b : 123.0000, 0 -> 0
c : 620.0000, 0 -> 0
d : 618.0000, 0 -> 1
a : -893.0000, 1 -> 2
b : 685.0000, 1 -> 0
c : 847.0000, 1 -> 2
d : -321.0000, 1 -> 0
a : -640.0000, 2 -> 1
b : 901.0000, 2 -> 1
c : 914.0000, 2 -> 4
d : -696.0000, 2 -> 1
a : -911.0000, 3 -> 2
b : -42.0000, 3 -> 0
c : -934.0000, 3 -> 1
d : 769.0000, 3 -> 1
a : 534.0000, 4 -> 4
b : -6.0000, 4 -> 0
c : -354.0000, 4 -> 0
d : -133.0000, 4 -> 4
c : -290.0000, 0 -> 4
b : -854.0000, 0 -> 2
b : -307.0000, 1 -> 2
a : 557.0000, 1 -> 0
a : 242.0000, 2 -> 3
b : 371.0000, 2 -> 3
c : 145.0000, 3 -> 0
c : -936.0000, 3 -> 4
c : 397.0000, 4 -> 2
b : -646.0000, 4 -> 4
