a : -193.0000, 0 -> 7
b : 664.0000, 0 -> 3
c : 683.0000, 0 -> 4
d : -451.0000, 0 -> 4
a : 993.0000, 1 -> 0
b : 857.0000, 1 -> 3
c : 738.0000, 1 -> 5
d : -357.0000, 1 -> 5
a : 898.0000, 2 -> 5
b : -257.0000, 2 -> 3
c : -24.0000, 2 -> 2
d : -914.0000, 2 -> 1
a : -348.0000, 3 -> 0
b : 930.0000, 3 -> 1
c : 620.0000, 3 -> 0
d : 36.0000, 3 -> 6
a : -94.0000, 4 -> 7
b : -434.0000, 4 -> 0
c : -352.0000, 4 -> 6
d : -687.0000, 4 -> 5
a : 219.0000, 5 -> 0
b : 19.0000, 5 -> 4
c : -28.0000, 5 -> 6
d : 432.0000, 5 -> 5
a : 792.0000, 6 -> 5
b : 756.0000, 6 -> 3
c : -903.0000, 6 -> 1
d : 317.0000, 6 -> 0
a : -938.0000, 7 -> 6
b : -642.0000, 7 -> 1
c : 18.0000, 7 -> 7
d : -312.0000, 7 -> 4
c : -11.0000, 0 -> 1
d : 715.0000, 0 -> 3
b : 926.0000, 1 -> 1
d : -113.0000, 1 -> 7
b : 319.0000, 2 -> 6
c : -289.0000, 2 -> 0
c : 869.0000, 3 -> 2
a : 477.0000, 3 -> 2
c : 266.0000, 4 -> 3
c : 64.0000, 4 -> 2
d : 767.0000, 5 -> 2
c : 14.0000, 5 -> 7
a : -257.0000, 6 -> 7
d : 679.0000, 6 -> 3
d : -254.0000, 7 -> 1
c : -580.0000, 7 -> 3
