a : -939.0000, 0 -> 3
b : 18.0000, 0 -> 1
c : -295.0000, 0 -> 4
d : -511.0000, 0 -> 4
a : 13.0000, 1 -> 5
b : 635.0000, 1 -> 4
c : -752.0000, 1 -> 2
d : -356.0000, 1 -> 1
a : 930.0000, 2 -> 6
b : 672.0000, 2 -> 2
c : -965.0000, 2 -> 4
d : 719.0000, 2 -> 4
a : -899.0000, 3 -> 0
b : 863.0000, 3 -> 1
c : 485.0000, 3 -> 2
d : 534.0000, 3 -> 0
a : -251.0000, 4 -> 6
b : -965.0000, 4 -> 0
c : 614.0000, 4 -> 6
d : 530.0000, 4 -> 2
a : 99.0000, 5 -> 3
b : 807.0000, 5 -> 2
c : 372.0000, 5 -> 4
d : -932.0000, 5 -> 2
a : 899.0000, 6 -> 0
b : 889.0000, 6 -> 5
c : 612.0000, 6 -> 4
d : -871.0000, 6 -> 6
d : 352.0000, 0 -> 3
c : 379.0000, 0 -> 6
c : -155.0000, 1 -> 3
d : -42.0000, 1 -> 0
d : -885.0000, 2 -> 2
d : 205.0000, 2 -> 5
a : -858.0000, 3 -> 6
b : 409.0000, 3 -> 5
a : 212.0000, 4 -> 3
a : -611.0000, 4 -> 0
a : -635.0000, 5 -> 5
d : -882.0000, 5 -> 3
c : -228.0000, 6 -> 2
d : -817.0000, 6 -> 0
