a : -154.0000, 0 -> 5
b : 12.0000, 0 -> 2
c : 19.0000, 0 -> 4
a : -94.0000, 1 -> 2
b : 245.0000, 1 -> 5
c : 652.0000, 1 -> 3
a : 187.0000, 2 -> 0
b : -493.0000, 2 -> 1
c : 577.0000, 2 -> 0
a : -122.0000, 3 -> 1
b : 446.0000, 3 -> 0
c : -920.0000, 3 -> 2
a : -68.0000, 4 -> 1
b : -572.0000, 4 -> 1
c : 154.0000, 4 -> 2
a : -71.0000, 5 -> 2
b : 249.0000, 5 -> 5
c : 403.0000, 5 -> 2
a : -72.0000, 0 -> 4
b : -534.0000, 1 -> 3
c : 487.0000, 2 -> 4
a : 184.0000, 3 -> 2
a : 385.0000, 4 -> 0
a : -393.0000, 5 -> 0
