a : -265.0000, 0 -> 0
b : -479.0000, 0 -> 6
c : -984.0000, 0 -> 0
a : 422.0000, 1 -> 0
b : -553.0000, 1 -> 0
c : -295.0000, 1 -> 2
a : -844.0000, 2 -> 4
b : -767.0000, 2 -> 1
c : -877.0000, 2 -> 5
a : 957.0000, 3 -> 7
b : -82.0000, 3 -> 7
c : 338.0000, 3 -> 7
a : -997.0000, 4 -> 1
b : 592.0000, 4 -> 7
c : 484.0000, 4 -> 6
a : -452.0000, 5 -> 3
b : 411.0000, 5 -> 5
c : 1.0000, 5 -> 2
a : -163.0000, 6 -> 2
b : -93.0000, 6 -> 0
c : 692.0000, 6 -> 7
a : -239.0000, 7 -> 0
b : 392.0000, 7 -> 2
c : 179.0000, 7 -> 6
b : -64.0000, 0 -> 3
b : -667.0000, 1 -> 6
a : 437.0000, 2 -> 2
c : 170.0000, 3 -> 4
a : -964.0000, 4 -> 3
b : 46.0000, 5 -> 0
c : 447.0000, 6 -> 3
b : -138.0000, 7 -> 3
