a : 50.0000, 0 -> 4
b : 627.0000, 0 -> 4
c : 617.0000, 0 -> 1
a : -283.0000, 1 -> 3
b : -718.0000, 1 -> 4
c : -88.0000, 1 -> 2
a : -609.0000, 2 -> 4
b : 36.0000, 2 -> 3
c : 82.0000, 2 -> 3
a : -600.0000, 3 -> 4
b : -782.0000, 3 -> 3
c : 289.0000, 3 -> 2
a : 886.0000, 4 -> 7
b : -333.0000, 4 -> 2
c : 773.0000, 4 -> 3
a : -64.0000, 5 -> 5
b : -513.0000, 5 -> 7
c : -352.0000, 5 -> 6
a : -794.0000, 6 -> 6
b : 624.0000, 6 -> 4
c : -26.0000, 6 -> 6
a : 980.0000, 7 -> 6
b : -160.0000, 7 -> 3
c : 264.0000, 7 -> 2
b : 687.0000, 0 -> 6
b : -871.0000, 1 -> 3
a : -205.0000, 2 -> 5
b : 192.0000, 3 -> 4
a : 658.0000, 4 -> 3
c : -429.0000, 5 -> 1
a : 646.0000, 6 -> 5
a : -857.0000, 7 -> 5
