a : 10.0000, 0 -> 6
b : 93.0000, 0 -> 2
c : 849.0000, 0 -> 4
a : -682.0000, 1 -> 5
b : -545.0000, 1 -> 7
c : -217.0000, 1 -> 4
a : -353.0000, 2 -> 6
b : -154.0000, 2 -> 0
c : -576.0000, 2 -> 4
a : -423.0000, 3 -> 5
b : 449.0000, 3 -> 6
c : 68.0000, 3 -> 6
a : -531.0000, 4 -> 7
b : -722.0000, 4 -> 3
c : -30.0000, 4 -> 2
a : -182.0000, 5 -> 3
b : -771.0000, 5 -> 0
c : -321.0000, 5 -> 7
a : 193.0000, 6 -> 5
b : -718.0000, 6 -> 1
c : 508.0000, 6 -> 7
a : 887.0000, 7 -> 2
b : 821.0000, 7 -> 6
c : 793.0000, 7 -> 7
c : 338.0000, 0 -> 5
c : -260.0000, 1 -> 3
c : -461.0000, 2 -> 6
c : 332.0000, 3 -> 1
c : 168.0000, 4 -> 6
b : -181.0000, 5 -> 7
c : -651.0000, 6 -> 5
b : -814.0000, 7 -> 3
