a : 774.0000, 0 -> 2
b : -568.0000, 0 -> 2
c : 589.0000, 0 -> 3
d : -347.0000, 0 -> 2
a : 762.0000, 1 -> 0
b : -926.0000, 1 -> 0
c : -191.0000, 1 -> 3
d : 308.0000, 1 -> 0
a : -169.0000, 2 -> 3
b : -354.0000, 2 -> 4
c : -136.0000, 2 -> 1
d : -728.0000, 2 -> 4
a : -901.0000, 3 -> 3
b : -947.0000, 3 -> 0
c : -567.0000, 3 -> 0
d : 97.0000, 3 -> 0
a : 635.0000, 4 -> 1
b : 309.0000, 4 -> 1
c : -871.0000, 4 -> 0
d : 141.0000, 4 -> 4
c : -401.0000, 0 -> 1
b : -140.0000, 0 -> 0
d : -570.0000, 1 -> 4
d : 710.0000, 1 -> 1
a : 332.0000, 2 -> 2
b : -195.0000, 2 -> 0
a : 853.0000, 3 -> 2
d : -301.0000, 3 -> 1
b : -658.0000, 4 -> 4
d : -281.0000, 4 -> 2
