a : 803.0000, 0 -> 1
b : -614.0000, 0 -> 3
c : 189.0000, 0 -> 6
a : 466.0000, 1 -> 2
b : 149.0000, 1 -> 6
c : 151.0000, 1 -> 7
a : -350.0000, 2 -> 4
b : -883.0000, 2 -> 7
c : 514.0000, 2 -> 3
a : -658.0000, 3 -> 4
b : -971.0000, 3 -> 1
c : 489.0000, 3 -> 4
a : 339.0000, 4 -> 3
b : -769.0000, 4 -> 0
c : 79.0000, 4 -> 7
a : -532.0000, 5 -> 0
b : -321.0000, 5 -> 5
c : 298.0000, 5 -> 5
a : 706.0000, 6 -> 7
b : -185.0000, 6 -> 1
c : 785.0000, 6 -> 3
a : 159.0000, 7 -> 1
b : -162.0000, 7 -> 7
c : 33.0000, 7 -> 6
b : -501.0000, 0 -> 4
a : -592.0000, 1 -> 6
c : 600.0000, 2 -> 0
a : -665.0000, 3 -> 2
a : -799.0000, 4 -> 7
b : 422.0000, 5 -> 1
b : -24.0000, 6 -> 5
c : 576.0000, 7 -> 2
