a : 954.0000, 0 -> 4
b : -576.0000, 0 -> 5
c : 212.0000, 0 -> 3
a : -486.0000, 1 -> 0
b : 343.0000, 1 -> 4
c : -213.0000, 1 -> 4
a : -333.0000, 2 -> 5
b : -663.0000, 2 -> 1
c : -21.0000, 2 -> 5
a : 732.0000, 3 -> 2
b : -495.0000, 3 -> 4
c : 209.0000, 3 -> 2
a : 256.0000, 4 -> 0
b : 836.0000, 4 -> 2
c : 900.0000, 4 -> 4
a : 628.0000, 5 -> 1
b : 614.0000, 5 -> 3
c : -946.0000, 5 -> 5
b : 524.0000, 0 -> 2
a : -21.0000, 1 -> 4
a : -820.0000, 2 -> 0
c : 225.0000, 3 -> 1
c : 668.0000, 4 -> 5
c : -775.0000, 5 -> 3
