a : -22.0000, 0 -> 1
b : -448.0000, 0 -> 1
c : -225.0000, 0 -> 2
d : -901.0000, 0 -> 3
a : 890.0000, 1 -> 2
b : 560.0000, 1 -> 4
c : 744.0000, 1 -> 2
d : -564.0000, 1 -> 1
a : 768.0000, 2 -> 5
b : 271.0000, 2 -> 5
c : -18.0000, 2 -> 1
d : 205.0000, 2 -> 3
a : -746.0000, 3 -> 5
b : 780.0000, 3 -> 0
c : -824.0000, 3 -> 2
d : -265.0000, 3 -> 0
a : -973.0000, 4 -> 4
b : 348.0000, 4 -> 3
c : 127.0000, 4 -> 4
d : 261.0000, 4 -> 5
a : 329.0000, 5 -> 3
b : -475.0000, 5 -> 4
c : -557.0000, 5 -> 2
d : 32.0000, 5 -> 0
d : -525.0000, 0 -> 4
c : -880.0000, 0 -> 5
c : 846.0000, 1 -> 3
b : -328.0000, 1 -> 0
c : 663.0000, 2 -> 2
b : -111.0000, 2 -> 1
c : -610.0000, 3 -> 1
b : -29.0000, 3 -> 3
c : 296.0000, 4 -> 0
b : -754.0000, 4 -> 4
b : 267.0000, 5 -> 2
c : 571.0000, 5 -> 1
