a : -298.0000, 0 -> 1
b : 714.0000, 0 -> 4
c : 406.0000, 0 -> 1
d : 541.0000, 0 -> 0
a : -10.0000, 1 -> 2
b : 885.0000, 1 -> 0
c : 688.0000, 1 -> 0
d : -964.0000, 1 -> 4
a : 697.0000, 2 -> 3
b : 765.0000, 2 -> 1
c : 722.0000, 2 -> 4
d : -140.0000, 2 -> 0
a : -289.0000, 3 -> 0
b : -52.0000, 3 -> 0
c : 915.0000, 3 -> 1
d : 2.0000, 3 -> 4
a : 616.0000, 4 -> 1
b : 707.0000, 4 -> 0
c : -210.0000, 4 -> 4
d : 464.0000, 4 -> 2
d : 271.0000, 0 -> 4
a : -351.0000, 0 -> 0
c : 982.0000, 1 -> 3
b : -595.0000, 1 -> 1
b : -836.0000, 2 -> 3
a : -171.0000, 2 -> 0
a : 607.0000, 3 -> 2
c : 949.0000, 3 -> 3
a : -526.0000, 4 -> 4
c : 262.0000, 4 -> 2
