a : -967.0000, 0 -> 1
b : -424.0000, 0 -> 3
c : 915.0000, 0 -> 4
d : 184.0000, 0 -> 1
a : -916.0000, 1 -> 4
b : -584.0000, 1 -> 1
c : 891.0000, 1 -> 2
d : -242.0000, 1 -> 3
a : 408.0000, 2 -> 2
b : 174.0000, 2 -> 5
c : 549.0000, 2 -> 5
d : -947.0000, 2 -> 0
a : 454.0000, 3 -> 4
b : 16.0000, 3 -> 4
c : -194.0000, 3 -> 0
d : 948.0000, 3 -> 1
a : 715.0000, 4 -> 1
b : 155.0000, 4 -> 1
c : -830.0000, 4 -> 5
d : -36.0000, 4 -> 5
a : -136.0000, 5 -> 5
b : -779.0000, 5 -> 5
c : -281.0000, 5 -> 5
d : 509.0000, 5 -> 5
d : 411.0000, 0 -> 3
a : -290.0000, 0 -> 0
a : -870.0000, 1 -> 2
a : 644.0000, 1 -> 1
d : 558.0000, 2 -> 5
b : 859.0000, 2 -> 0
b : -906.0000, 3 -> 5
a : -547.0000, 3 -> 5
c : 188.0000, 4 -> 3
d : 403.0000, 4 -> 2
c : 773.0000, 5 -> 2
a : 395.0000, 5 -> 0
