a : -607.0000, 0 -> 4
b : 352.0000, 0 -> 1
c : -189.0000, 0 -> 0
d : -437.0000, 0 -> 1
a : -268.0000, 1 -> 3
b : 467.0000, 1 -> 0
c : 263.0000, 1 -> 5
d : 323.0000, 1 -> 3
a : -886.0000, 2 -> 2
b : 101.0000, 2 -> 1
c : 635.0000, 2 -> 5
d : 245.0000, 2 -> 2
a : -860.0000, 3 -> 3
b : 188.0000, 3 -> 4
c : 243.0000, 3 -> 5
d : -104.0000, 3 -> 1
a : 77.0000, 4 -> 0
b : 820.0000, 4 -> 2
c : -878.0000, 4 -> 4
d : -261.0000, 4 -> 1
a : 695.0000, 5 -> 2
b : -396.0000, 5 -> 3
c : -436.0000, 5 -> 0
d : -124.0000, 5 -> 1
d : 986.0000, 0 -> 3
b : -984.0000, 0 -> 0
b : -75.0000, 1 -> 3
a : 60.0000, 1 -> 0
a : 214.0000, 2 -> 1
a : 511.0000, 2 -> 5
d : 653.0000, 3 -> 3
d : 185.0000, 3 -> 2
b : -39.0000, 4 -> 3
d : 885.0000, 4 -> 3
a : 258.0000, 5 -> 0
a : 97.0000, 5 -> 4
