a : -208.0000, 0 -> 0
b : 868.0000, 0 -> 4
c : 269.0000, 0 -> 0
d : 344.0000, 0 -> 5
a : -986.0000, 1 -> 2
b : 392.0000, 1 -> 5
c : 882.0000, 1 -> 0
d : 819.0000, 1 -> 0
a : -944.0000, 2 -> 3
b : 729.0000, 2 -> 0
c : -5.0000, 2 -> 5
d : -694.0000, 2 -> 0
a : 35.0000, 3 -> 4
b : -769.0000, 3 -> 0
c : -800.0000, 3 -> 1
d : -383.0000, 3 -> 0
a : -82.0000, 4 -> 5
b : -495.0000, 4 -> 1
c : -797.0000, 4 -> 4
d : -936.0000, 4 -> 1
a : 997.0000, 5 -> 1
b : 154.0000, 5 -> 2
c : -604.0000, 5 -> 2
d : -964.0000, 5 -> 2
a : 390.0000, 0 -> 5
b : 551.0000, 0 -> 3
c : 182.0000, 1 -> 5
a : -358.0000, 1 -> 0
c : 993.0000, 2 -> 2
a : -33.0000, 2 -> 1
d : 592.0000, 3 -> 2
a : 835.0000, 3 -> 0
b : -764.0000, 4 -> 4
c : 389.0000, 4 -> 3
b : -368.0000, 5 -> 3
c : 83.0000, 5 -> 5
