a : -510.0000, 0 -> 5
b : -298.0000, 0 -> 5
c : 368.0000, 0 -> 2
d : 681.0000, 0 -> 3
a : -920.0000, 1 -> 4
b : 32.0000, 1 -> 4
c : -569.0000, 1 -> 5
d : -757.0000, 1 -> 7
a : 357.0000, 2 -> 4
b : -24.0000, 2 -> 5
c : 472.0000, 2 -> 7
d : 225.0000, 2 -> 5
a : -926.0000, 3 -> 3
b : 180.0000, 3 -> 3
c : 821.0000, 3 -> 2
d : -784.0000, 3 -> 1
a : 206.0000, 4 -> 6
b : -408.0000, 4 -> 1
c : 375.0000, 4 -> 4
d : 412.0000, 4 -> 3
a : -110.0000, 5 -> 1
b : -677.0000, 5 -> 0
c : 145.0000, 5 -> 1
d : 922.0000, 5 -> 4
a : 748.0000, 6 -> 6
b : -234.0000, 6 -> 0
c : 672.0000, 6 -> 1
d : -26.0000, 6 -> 3
a : -167.0000, 7 -> 2
b : 834.0000, 7 -> 2
c : 739.0000, 7 -> 3
d : 612.0000, 7 -> 4
c : 405.0000, 0 -> 5
c : 519.0000, 0 -> 0
c : 17.0000, 1 -> 6
a : -470.0000, 1 -> 2
c : 220.0000, 2 -> 6
a : 196.0000, 2 -> 6
a : -985.0000, 3 -> 5
a : -135.0000, 3 -> 1
b : 440.0000, 4 -> 4
c : -800.0000, 4 -> 5
c : 946.0000, 5 -> 4
a : -372.0000, 5 -> 2
a : -944.0000, 6 -> 2
a : 952.0000, 6 -> 1
c : -765.0000, 7 -> 0
b : 126.0000, 7 -> 1
