a : 947.0000, 0 -> 5
b : 380.0000, 0 -> 1
c : -407.0000, 0 -> 1
d : 471.0000, 0 -> 3
a : -680.0000, 1 -> 1
b : -358.0000, 1 -> 1
c : 37.0000, 1 -> 4
d : -526.0000, 1 -> 1
a : -630.0000, 2 -> 2
b : 453.0000, 2 -> 4
c : 25.0000, 2 -> 5
d : -751.0000, 2 -> 5
a : -850.0000, 3 -> 0
b : -927.0000, 3 -> 5
c : 162.0000, 3 -> 0
d : -597.0000, 3 -> 4
a : -315.0000, 4 -> 2
b : 645.0000, 4 -> 2
c : 158.0000, 4 -> 4
d : 112.0000, 4 -> 0
a : -46.0000, 5 -> 4
b : 362.0000, 5 -> 1
c : 983.0000, 5 -> 0
d : -241.0000, 5 -> 1
c : 965.0000, 0 -> 5
d : -847.0000, 0 -> 2
c : -584.0000, 1 -> 5
a : -588.0000, 1 -> 3
a : 805.0000, 2 -> 5
c : 557.0000, 2 -> 3
d : 388.0000, 3 -> 1
b : 99.0000, 3 -> 4
c : 513.0000, 4 -> 3
a : -133.0000, 4 -> 4
b : -501.0000, 5 -> 3
d : 719.0000, 5 -> 4
