a : -828.0000, 0 -> 0
b : -609.0000, 0 -> 0
c : 335.0000, 0 -> 3
d : -246.0000, 0 -> 2
a : -739.0000, 1 -> 6
b : 120.0000, 1 -> 0
c : 299.0000, 1 -> 7
d : 616.0000, 1 -> 7
a : 226.0000, 2 -> 3
b : -475.0000, 2 -> 5
c : 659.0000, 2 -> 0
d : 185.0000, 2 -> 0
a : -174.0000, 3 -> 2
b : 495.0000, 3 -> 0
c : 606.0000, 3 -> 7
d : 447.0000, 3 -> 4
a : -399.0000, 4 -> 5
b : 991.0000, 4 -> 2
c : -61.0000, 4 -> 0
d : -495.0000, 4 -> 1
a : -273.0000, 5 -> 1
b : -561.0000, 5 -> 7
c : 754.0000, 5 -> 3
d : -274.0000, 5 -> 2
a : -325.0000, 6 -> 4
b : 213.0000, 6 -> 7
c : 492.0000, 6 -> 0
d : -937.0000, 6 -> 7
a : -193.0000, 7 -> 4
b : 657.0000, 7 -> 1
c : -243.0000, 7 -> 6
d : -406.0000, 7 -> 5
a : 759.0000, 0 -> 3
d : -709.0000, 0 -> 0
d : 677.0000, 1 -> 6
d : -789.0000, 1 -> 3
c : -507.0000, 2 -> 5
d : 207.0000, 2 -> 5
c : -85.0000, 3 -> 6
a : -756.0000, 3 -> 3
a : -230.0000, 4 -> 3
d : 367.0000, 4 -> 5
a : 1000.0000, 5 -> 7
d : -246.0000, 5 -> 5
d : 93.0000, 6 -> 2
a : -547.0000, 6 -> 1
a : 148.0000, 7 -> 6
b : 773.0000, 7 -> 4
