a : -503.0000, 0 -> 7
b : -303.0000, 0 -> 5
c : -623.0000, 0 -> 2
d : -533.0000, 0 -> 5
a : -609.0000, 1 -> 4
b : 327.0000, 1 -> 4
c : 523.0000, 1 -> 0
d : 412.0000, 1 -> 1
a : 376.0000, 2 -> 2
b : 397.0000, 2 -> 3
c : 22.0000, 2 -> 6
d : -71.0000, 2 -> 3
a : 459.0000, 3 -> 5
b : -435.0000, 3 -> 3
c : -612.0000, 3 -> 3
d : -658.0000, 3 -> 7
a : 114.0000, 4 -> 3
b : -678.0000, 4 -> 1
c : 726.0000, 4 -> 5
d : -586.0000, 4 -> 0
a : -53.0000, 5 -> 5
b : 216.0000, 5 -> 3
c : -780.0000, 5 -> 0
d : -723.0000, 5 -> 3
a : 11.0000, 6 -> 3
b : -702.0000, 6 -> 4
c : 892.0000, 6 -> 5
d : -383.0000, 6 -> 1
a : -173.0000, 7 -> 6
b : -386.0000, 7 -> 1
c : 732.0000, 7 -> 3
d : 583.0000, 7 -> 6
d : -845.0000, 0 -> 2
b : 398.0000, 0 -> 1
a : -123.0000, 1 -> 6
d : -446.0000, 1 -> 7
b : -653.0000, 2 -> 4
a : -388.0000, 2 -> 1
c : -32.0000, 3 -> 7
a : -961.0000, 3 -> 4
a : -113.0000, 4 -> 1
c : 281.0000, 4 -> 2
c : -441.0000, 5 -> 5
c : -17.0000, 5 -> 7
b : 628.0000, 6 -> 1
b : -751.0000, 6 -> 7
c : -436.0000, 7 -> 4
c : -846.0000, 7 -> 5
