a : 438.0000, 0 -> 0
b : 208.0000, 0 -> 3
c : -62.0000, 0 -> 4
d : 15.0000, 0 -> 0
a : -123.0000, 1 -> 2
b : 862.0000, 1 -> 0
c : -87.0000, 1 -> 5
d : -259.0000, 1 -> 4
a : 630.0000, 2 -> 0
b : -780.0000, 2 -> 2
c : -214.0000, 2 -> 0
d : -777.0000, 2 -> 1
a : -178.0000, 3 -> 0
b : 41.0000, 3 -> 4
c : 913.0000, 3 -> 5
d : -853.0000, 3 -> 2
a : 468.0000, 4 -> 2
b : -389.0000, 4 -> 0
c : 118.0000, 4 -> 3
d : 255.0000, 4 -> 5
a : -335.0000, 5 -> 5
b : 842.0000, 5 -> 3
c : -859.0000, 5 -> 5
d : 679.0000, 5 -> 2
d : -589.0000, 0 -> 1
d : -301.0000, 0 -> 3
d : -974.0000, 1 -> 2
c : 258.0000, 1 -> 1
c : -215.0000, 2 -> 4
b : -839.0000, 2 -> 4
b : 971.0000, 3 -> 3
c : 25.0000, 3 -> 0
d : -501.0000, 4 -> 4
c : -894.0000, 4 -> 2
d : -352.0000, 5 -> 1
c : -62.0000, 5 -> 1
