a : -626.0000, 0 -> 3
b : 780.0000, 0 -> 3
c : -713.0000, 0 -> 1
d : -340.0000, 0 -> 3
a : 393.0000, 1 -> 6
b : 226.0000, 1 -> 2
c : 254.0000, 1 -> 2
d : 600.0000, 1 -> 1
a : -210.0000, 2 -> 2
b : 598.0000, 2 -> 3
c : 392.0000, 2 -> 5
d : -277.0000, 2 -> 2
a : -270.0000, 3 -> 5
b : 534.0000, 3 -> 4
c : 571.0000, 3 -> 0
d : -787.0000, 3 -> 4
a : -369.0000, 4 -> 1
b : 897.0000, 4 -> 0
c : -167.0000, 4 -> 6
d : -145.0000, 4 -> 5
a : -583.0000, 5 -> 3
b : 478.0000, 5 -> 6
c : -659.0000, 5 -> 2
d : -972.0000, 5 -> 4
a : -682.0000, 6 -> 1
b : -688.0000, 6 -> 1
c : -816.0000, 6 -> 2
d : 382.0000, 6 -> 4
b : 932.0000, 0 -> 4
a : 742.0000, 0 -> 2
d : -276.0000, 1 -> 0
d : -313.0000, 1 -> 6
b : 681.0000, 2 -> 4
a : -347.0000, 2 -> 6
c : 267.0000, 3 -> 2
b : 864.0000, 3 -> 3
d : 488.0000, 4 -> 6
b : -801.0000, 4 -> 5
a : 20.0000, 5 -> 1
a : -149.0000, 5 -> 4
a : -393.0000, 6 -> 3
c : 150.0000, 6 -> 5
