a : 630.0000, 0 -> 4
b : -372.0000, 0 -> 4
c : -197.0000, 0 -> 5
a : 406.0000, 1 -> 3
b : -63.0000, 1 -> 0
c : -616.0000, 1 -> 5
a : -865.0000, 2 -> 1
b : -348.0000, 2 -> 1
c : -256.0000, 2 -> 0
a : 227.0000, 3 -> 2
b : 717.0000, 3 -> 0
c : -459.0000, 3 -> 0
a : -453.0000, 4 -> 4
b : -3.0000, 4 -> 0
c : 871.0000, 4 -> 4
a : 662.0000, 5 -> 0
b : -598.0000, 5 -> 2
c : 400.0000, 5 -> 2
b : 778.0000, 0 -> 5
c : -836.0000, 1 -> 1
c : -440.0000, 2 -> 1
c : -762.0000, 3 -> 1
b : 804.0000, 4 -> 4
b : -618.0000, 5 -> 1
