a : 790.0000, 0 -> 0
b : 334.0000, 0 -> 2
c : -440.0000, 0 -> 2
d : 765.0000, 0 -> 1
a : -514.0000, 1 -> 0
b : 247.0000, 1 -> 3
c : 345.0000, 1 -> 2
d : 720.0000, 1 -> 0
a : 145.0000, 2 -> 2
b : 250.0000, 2 -> 1
c : -874.0000, 2 -> 4
d : -809.0000, 2 -> 4
a : -569.0000, 3 -> 2
b : 407.0000, 3 -> 2
c : -454.0000, 3 -> 0
d : 141.0000, 3 -> 2
a : 638.0000, 4 -> 0
b : -515.0000, 4 -> 3
c : 238.0000, 4 -> 1
d : 265.0000, 4 -> 1
b : -494.0000, 0 -> 4
c : 885.0000, 0 -> 4
b : -876.0000, 1 -> 4
c : 821.0000, 1 -> 3
c : 705.0000, 2 -> 3
d : 390.0000, 2 -> 0
a : -839.0000, 3 -> 4
c : 909.0000, 3 -> 1
b : -345.0000, 4 -> 1
d : 757.0000, 4 -> 2
