a : -265.0000, 0 -> 2
b : 849.0000, 0 -> 1
c : -215.0000, 0 -> 4
a : 99.0000, 1 -> 1
b : 89.0000, 1 -> 6
c : -411.0000, 1 -> 2
a : 91.0000, 2 -> 1
b : 588.0000, 2 -> 5
c : -167.0000, 2 -> 0
a : -918.0000, 3 -> 4
b : -569.0000, 3 -> 0
c : 173.0000, 3 -> 4
a : 669.0000, 4 -> 2
b : 829.0000, 4 -> 7
c : 628.0000, 4 -> 7
a : 967.0000, 5 -> 4
b : 497.0000, 5 -> 7
c : 928.0000, 5 -> 1
a : 3.0000, 6 -> 6
b : 370.0000, 6 -> 5
c : 156.0000, 6 -> 6
a : -11.0000, 7 -> 6
b : 562.0000, 7 -> 2
c : 795.0000, 7 -> 6
c : -146.0000, 0 -> 3
b : 124.0000, 1 -> 5
a : -569.0000, 2 -> 6
c : 432.0000, 3 -> 3
b : -138.0000, 4 -> 2
c : -359.0000, 5 -> 4
b : 525.0000, 6 -> 3
c : 382.0000, 7 -> 1
