a : -500.0000, 0 -> 2
b : 525.0000, 0 -> 4
c : -19.0000, 0 -> 3
d : -785.0000, 0 -> 2
a : 768.0000, 1 -> 4
b : 956.0000, 1 -> 0
c : 863.0000, 1 -> 2
d : -253.0000, 1 -> 0
a : -615.0000, 2 -> 1
b : -973.0000, 2 -> 2
c : 909.0000, 2 -> 1
d : 974.0000, 2 -> 3
a : -398.0000, 3 -> 0
b : 730.0000, 3 -> 0
c : -738.0000, 3 -> 1
d : -701.0000, 3 -> 4
a : -950.0000, 4 -> 1
b : 320.0000, 4 -> 2
c : -553.0000, 4 -> 3
d : -280.0000, 4 -> 1
b : 178.0000, 0 -> 2
b : -561.0000, 0 -> 3
b : 591.0000, 1 -> 3
b : 490.0000, 1 -> 1
c : -573.0000, 2 -> 4
a : 585.0000, 2 -> 3
a : -636.0000, 3 -> 3
a : -662.0000, 3 -> 1
c : 722.0000, 4 -> 1
d : -604.0000, 4 -> 3
