a : 38.0000, 0 -> 3
b : 39.0000, 0 -> 1
c : -983.0000, 0 -> 2
d : -389.0000, 0 -> 5
a : -673.0000, 1 -> 4
b : 67.0000, 1 -> 2
c : -411.0000, 1 -> 2
d : 51.0000, 1 -> 3
a : 189.0000, 2 -> 0
b : -587.0000, 2 -> 2
c : 810.0000, 2 -> 1
d : -437.0000, 2 -> 0
a : -449.0000, 3 -> 4
b : -456.0000, 3 -> 3
c : -214.0000, 3 -> 3
d : -410.0000, 3 -> 5
a : 195.0000, 4 -> 4
b : -468.0000, 4 -> 0
c : 705.0000, 4 -> 2
d : -748.0000, 4 -> 4
a : -279.0000, 5 -> 0
b : -725.0000, 5 -> 4
c : 71.0000, 5 -> 5
d : -273.0000, 5 -> 2
a : -947.0000, 0 -> 0
c : -712.0000, 0 -> 1
d : 15.0000, 1 -> 5
c : -291.0000, 1 -> 5
b : 227.0000, 2 -> 1
c : 580.0000, 2 -> 4
d : 723.0000, 3 -> 4
b : -345.0000, 3 -> 4
a : -375.0000, 4 -> 5
a : -824.0000, 4 -> 0
c : -52.0000, 5 -> 2
b : -624.0000, 5 -> 2
