a : -94.0000, 0 -> 1
b : 932.0000, 0 -> 2
c : 673.0000, 0 -> 2
d : -410.0000, 0 -> 0
a : -495.0000, 1 -> 1
b : -756.0000, 1 -> 2
c : -645.0000, 1 -> 5
d : -321.0000, 1 -> 2
a : 463.0000, 2 -> 5
b : -557.0000, 2 -> 0
c : -600.0000, 2 -> 0
d : 988.0000, 2 -> 0
a : 4.0000, 3 -> 5
b : 47.0000, 3 -> 3
c : -626.0000, 3 -> 0
d : 993.0000, 3 -> 0
a : -289.0000, 4 -> 1
b : -484.0000, 4 -> 0
c : -101.0000, 4 -> 2
d : 240.0000, 4 -> 3
a : 871.0000, 5 -> 4
b : 209.0000, 5 -> 2
c : -630.0000, 5 -> 3
d : 514.0000, 5 -> 4
d : 158.0000, 0 -> 3
a : -781.0000, 0 -> 2
a : -998.0000, 1 -> 2
d : -71.0000, 1 -> 4
a : 887.0000, 2 -> 0
c : -26.0000, 2 -> 2
a : -828.0000, 3 -> 0
c : 427.0000, 3 -> 1
b : 967.0000, 4 -> 1
b : -95.0000, 4 -> 3
c : -852.0000, 5 -> 4
a : -887.0000, 5 -> 0
