a : -730.0000, 0 -> 2
b : -13.0000, 0 -> 2
c : -411.0000, 0 -> 2
a : 416.0000, 1 -> 6
b : 447.0000, 1 -> 0
c : -439.0000, 1 -> 5
a : 218.0000, 2 -> 4
b : 773.0000, 2 -> 6
c : -311.0000, 2 -> 6
a : 864.0000, 3 -> 4
b : -679.0000, 3 -> 5
c : -836.0000, 3 -> 5
a : 531.0000, 4 -> 0
b : -186.0000, 4 -> 0
c : -747.0000, 4 -> 4
a : 649.0000, 5 -> 4
b : 403.0000, 5 -> 0
c : -188.0000, 5 -> 2
a : 652.0000, 6 -> 0
b : -1000.0000, 6 -> 6
c : 36.0000, 6 -> 1
c : 697.0000, 0 -> 3
a : -349.0000, 1 -> 4
a : 339.0000, 2 -> 0
b : -85.0000, 3 -> 6
b : 352.0000, 4 -> 1
a : 159.0000, 5 -> 0
b : 189.0000, 6 -> 1
