a : -453.0000, 0 -> 0
b : -586.0000, 0 -> 0
c : -630.0000, 0 -> 0
d : 268.0000, 0 -> 3
a : 416.0000, 1 -> 2
b : -851.0000, 1 -> 0
c : -650.0000, 1 -> 2
d : -169.0000, 1 -> 2
a : -567.0000, 2 -> 0
b : 421.0000, 2 -> 2
c : -248.0000, 2 -> 0
d : -251.0000, 2 -> 2
a : -578.0000, 3 -> 1
b : -711.0000, 3 -> 0
c : -891.0000, 3 -> 3
d : 198.0000, 3 -> 2
c : -203.0000, 0 -> 3
b : 878.0000, 0 -> 2
c : 635.0000, 1 -> 0
d : -150.0000, 1 -> 1
d : -286.0000, 2 -> 0
c : 648.0000, 2 -> 3
a : 420.0000, 3 -> 0
b : 253.0000, 3 -> 1
