a : -736.0000, 0 -> 2
b : 503.0000, 0 -> 2
c : -720.0000, 0 -> 4
d : -994.0000, 0 -> 0
a : 808.0000, 1 -> 3
b : -884.0000, 1 -> 1
c : 923.0000, 1 -> 2
d : 591.0000, 1 -> 4
a : -553.0000, 2 -> 4
b : 763.0000, 2 -> 2
c : -698.0000, 2 -> 2
d : 721.0000, 2 -> 0
a : -615.0000, 3 -> 4
b : 68.0000, 3 -> 4
c : -898.0000, 3 -> 1
d : -530.0000, 3 -> 4
a : 576.0000, 4 -> 4
b : 879.0000, 4 -> 2
c : -645.0000, 4 -> 2
d : 599.0000, 4 -> 0
c : -875.0000, 0 -> 1
b : -389.0000, 0 -> 1
a : 532.0000, 1 -> 2
a : -896.0000, 1 -> 1
d : 994.0000, 2 -> 2
c : -950.0000, 2 -> 3
a : 591.0000, 3 -> 2
a : -537.0000, 3 -> 3
d : -815.0000, 4 -> 4
c : 152.0000, 4 -> 0
