a : -413.0000, 0 -> 0
b : 513.0000, 0 -> 4
c : -621.0000, 0 -> 0
d : -730.0000, 0 -> 0
a : 352.0000, 1 -> 3
b : -49.0000, 1 -> 6
c : 531.0000, 1 -> 2
d : -358.0000, 1 -> 1
a : -361.0000, 2 -> 5
b : 12.0000, 2 -> 4
c : 98.0000, 2 -> 3
d : -830.0000, 2 -> 2
a : -184.0000, 3 -> 2
b : -915.0000, 3 -> 6
c : 862.0000, 3 -> 0
d : 39.0000, 3 -> 1
a : -157.0000, 4 -> 4
b : 597.0000, 4 -> 0
c : 483.0000, 4 -> 1
d : 838.0000, 4 -> 0
a : -919.0000, 5 -> 1
b : 515.0000, 5 -> 1
c : -335.0000, 5 -> 5
d : 493.0000, 5 -> 6
a : 607.0000, 6 -> 5
b : -659.0000, 6 -> 0
c : 925.0000, 6 -> 1
d : 156.0000, 6 -> 5
b : 371.0000, 0 -> 3
c : -754.0000, 0 -> 6
d : 93.0000, 1 -> 6
c : 458.0000, 1 -> 0
c : 179.0000, 2 -> 6
c : -408.0000, 2 -> 2
a : 797.0000, 3 -> 4
d : -325.0000, 3 -> 3
c : 18.0000, 4 -> 0
b : -837.0000, 4 -> 1
a : -508.0000, 5 -> 5
d : -642.0000, 5 -> 5
d : 101.0000, 6 -> 6
c : -920.0000, 6 -> 5
