a : -102.0000, 0 -> 0
b : 550.0000, 0 -> 0
a : 951.0000, 1 -> 4
b : -456.0000, 1 -> 5
a : -143.0000, 2 -> 3
b : -860.0000, 2 -> 0
a : -961.0000, 3 -> 4
b : -583.0000, 3 -> 7
a : 667.0000, 4 -> 4
b : -858.0000, 4 -> 5
a : -316.0000, 5 -> 7
b : 86.0000, 5 -> 5
a : 391.0000, 6 -> 2
b : 519.0000, 6 -> 6
a : 686.0000, 7 -> 6
b : -648.0000, 7 -> 5
b : -675.0000, 0 -> 5
b : -293.0000, 1 -> 0
a : -938.0000, 2 -> 1
a : -224.0000, 3 -> 5
a : 533.0000, 4 -> 7
a : -482.0000, 5 -> 3
a : 695.0000, 6 -> 1
a : -101.0000, 7 -> 7
