a : 979.0000, 0 -> 0
b : -372.0000, 0 -> 6
c : 56.0000, 0 -> 4
a : 631.0000, 1 -> 2
b : 902.0000, 1 -> 4
c : 60.0000, 1 -> 3
a : 631.0000, 2 -> 4
b : 743.0000, 2 -> 1
c : -881.0000, 2 -> 4
a : -470.0000, 3 -> 5
b : -373.0000, 3 -> 1
c : 718.0000, 3 -> 3
a : -303.0000, 4 -> 2
b : 25.0000, 4 -> 0
c : 805.0000, 4 -> 2
a : -683.0000, 5 -> 5
b : -815.0000, 5 -> 2
c : -696.0000, 5 -> 1
a : -402.0000, 6 -> 1
b : 660.0000, 6 -> 5
c : -319.0000, 6 -> 5
a : -607.0000, 0 -> 1
b : -970.0000, 1 -> 1
b : -771.0000, 2 -> 0
b : -51.0000, 3 -> 2
b : 41.0000, 4 -> 1
a : -723.0000, 5 -> 3
c : -226.0000, 6 -> 1
