a : 867.0000, 0 -> 7
b : 109.0000, 0 -> 6
c : -803.0000, 0 -> 4
a : 204.0000, 1 -> 3
b : -348.0000, 1 -> 0
c : -206.0000, 1 -> 5
a : 376.0000, 2 -> 1
b : -212.0000, 2 -> 0
c : -898.0000, 2 -> 0
a : -454.0000, 3 -> 2
b : -219.0000, 3 -> 1
c : -40.0000, 3 -> 4
a : -793.0000, 4 -> 4
b : -911.0000, 4 -> 2
c : 186.0000, 4 -> 2
a : 247.0000, 5 -> 0
b : 21.0000, 5 -> 3
c : -676.0000, 5 -> 6
a : -636.0000, 6 -> 3
b : 85.0000, 6 -> 6
c : -876.0000, 6 -> 2
a : -276.0000, 7 -> 7
b : 819.0000, 7 -> 1
c : 386.0000, 7 -> 4
a : -946.0000, 0 -> 1
c : -89.0000, 1 -> 0
b : 431.0000, 2 -> 6
b : 12.0000, 3 -> 7
b : 292.0000, 4 -> 4
a : 369.0000, 5 -> 2
a : -301.0000, 6 -> 6
b : 178.0000, 7 -> 7
