a : -305.0000, 0 -> 1
b : -545.0000, 0 -> 5
c : 337.0000, 0 -> 1
d : -602.0000, 0 -> 2
a : -608.0000, 1 -> 0
b : 252.0000, 1 -> 1
c : 379.0000, 1 -> 1
d : 964.0000, 1 -> 2
a : 378.0000, 2 -> 0
b : -421.0000, 2 -> 2
c : -759.0000, 2 -> 2
d : 152.0000, 2 -> 1
a : -589.0000, 3 -> 4
b : -844.0000, 3 -> 4
c : 127.0000, 3 -> 0
d : -754.0000, 3 -> 3
a : 762.0000, 4 -> 4
b : -387.0000, 4 -> 3
c : -317.0000, 4 -> 3
d : -330.0000, 4 -> 5
a : 648.0000, 5 -> 3
b : 224.0000, 5 -> 5
c : -881.0000, 5 -> 3
d : -914.0000, 5 -> 0
d : -757.0000, 0 -> 5
a : 833.0000, 0 -> 4
b : 523.0000, 1 -> 0
c : 379.0000, 1 -> 2
b : -768.0000, 2 -> 5
d : 94.0000, 2 -> 3
b : 546.0000, 3 -> 2
d : -210.0000, 3 -> 4
d : -89.0000, 4 -> 1
a : -691.0000, 4 -> 1
c : 9.0000, 5 -> 0
b : 509.0000, 5 -> 3
