a : -921.0000, 0 -> 1
b : -974.0000, 0 -> 1
c : 258.0000, 0 -> 3
d : 399.0000, 0 -> 4
a : 35.0000, 1 -> 4
b : -437.0000, 1 -> 3
c : -987.0000, 1 -> 4
d : -970.0000, 1 -> 4
a : -758.0000, 2 -> 2
b : 834.0000, 2 -> 0
c : -256.0000, 2 -> 4
d : -560.0000, 2 -> 0
a : -220.0000, 3 -> 0
b : -218.0000, 3 -> 1
c : 935.0000, 3 -> 4
d : -903.0000, 3 -> 1
a : -701.0000, 4 -> 0
b : -254.0000, 4 -> 4
c : 473.0000, 4 -> 1
d : 317.0000, 4 -> 3
d : 54.0000, 0 -> 2
b : 941.0000, 0 -> 4
b : -951.0000, 1 -> 1
c : 995.0000, 1 -> 0
c : 729.0000, 2 -> 3
d : 345.0000, 2 -> 2
d : -609.0000, 3 -> 3
d : -132.0000, 3 -> 2
a : -963.0000, 4 -> 4
d : -57.0000, 4 -> 2
