a : -899.0000, 0 -> 0
b : 643.0000, 0 -> 2
c : 78.0000, 0 -> 5
d : -840.0000, 0 -> 1
a : 786.0000, 1 -> 5
b : 232.0000, 1 -> 6
c : 365.0000, 1 -> 5
d : 459.0000, 1 -> 2
a : -842.0000, 2 -> 2
b : -104.0000, 2 -> 0
c : 153.0000, 2 -> 6
d : 636.0000, 2 -> 6
a : 874.0000, 3 -> 6
b : -737.0000, 3 -> 1
c : 365.0000, 3 -> 3
d : -560.0000, 3 -> 5
a : -276.0000, 4 -> 6
b : -225.0000, 4 -> 2
c : 230.0000, 4 -> 2
d : -984.0000, 4 -> 2
a : 692.0000, 5 -> 6
b : 585.0000, 5 -> 2
c : -55.0000, 5 -> 2
d : 204.0000, 5 -> 5
a : 253.0000, 6 -> 3
b : 54.0000, 6 -> 5
c : -287.0000, 6 -> 2
d : -877.0000, 6 -> 1
b : -710.0000, 0 -> 1
d : -265.0000, 0 -> 5
d : 289.0000, 1 -> 6
b : -949.0000, 1 -> 2
c : 136.0000, 2 -> 2
b : 837.0000, 2 -> 2
a : -275.0000, 3 -> 3
a : 681.0000, 3 -> 2
a : -445.0000, 4 -> 4
b : -196.0000, 4 -> 0
a : -844.0000, 5 -> 5
b : 40.0000, 5 -> 4
c : -632.0000, 6 -> 0
d : 825.0000, 6 -> 5
