a : -594.0000, 0 -> 0
b : -342.0000, 0 -> 4
c : -1000.0000, 0 -> 6
a : 758.0000, 1 -> 2
b : 913.0000, 1 -> 3
c : 310.0000, 1 -> 0
a : -40.0000, 2 -> 2
b : -313.0000, 2 -> 0
c : -560.0000, 2 -> 4
a : 736.0000, 3 -> 1
b : -378.0000, 3 -> 3
c : -159.0000, 3 -> 4
a : 585.0000, 4 -> 1
b : -148.0000, 4 -> 2
c : 737.0000, 4 -> 4
a : 735.0000, 5 -> 3
b : 745.0000, 5 -> 5
c : 194.0000, 5 -> 6
a : -554.0000, 6 -> 5
b : -917.0000, 6 -> 1
c : 777.0000, 6 -> 7
a : 767.0000, 7 -> 3
b : -793.0000, 7 -> 3
c : 757.0000, 7 -> 3
a : -388.0000, 0 -> 2
a : -599.0000, 1 -> 0
b : 193.0000, 2 -> 2
a : 372.0000, 3 -> 6
b : 360.0000, 4 -> 1
a : -158.0000, 5 -> 7
c : 78.0000, 6 -> 0
c : -183.0000, 7 -> 5
