a : 771.0000, 0 -> 4
b : 773.0000, 0 -> 3
c : 154.0000, 0 -> 6
a : 834.0000, 1 -> 4
b : -924.0000, 1 -> 1
c : -547.0000, 1 -> 1
a : 205.0000, 2 -> 0
b : -486.0000, 2 -> 2
c : 742.0000, 2 -> 0
a : -650.0000, 3 -> 2
b : -199.0000, 3 -> 4
c : 418.0000, 3 -> 4
a : 80.0000, 4 -> 5
b : 886.0000, 4 -> 0
c : -588.0000, 4 -> 5
a : -257.0000, 5 -> 2
b : 229.0000, 5 -> 1
c : 565.0000, 5 -> 0
a : 737.0000, 6 -> 5
b : 340.0000, 6 -> 1
c : 708.0000, 6 -> 2
a : -49.0000, 0 -> 0
c : -431.0000, 1 -> 5
c : -525.0000, 2 -> 4
c : -146.0000, 3 -> 0
b : -607.0000, 4 -> 2
a : -17.0000, 5 -> 6
b : 171.0000, 6 -> 2
