a : -719.0000, 0 -> 3
b : 735.0000, 0 -> 3
c : -836.0000, 0 -> 1
d : -913.0000, 0 -> 3
a : 633.0000, 1 -> 1
b : -8.0000, 1 -> 0
c : 324.0000, 1 -> 3
d : 838.0000, 1 -> 2
a : -104.0000, 2 -> 2
b : -400.0000, 2 -> 1
c : -28.0000, 2 -> 0
d : 277.0000, 2 -> 0
a : 781.0000, 3 -> 0
b : 466.0000, 3 -> 1
c : -860.0000, 3 -> 2
d : -225.0000, 3 -> 0
d : -991.0000, 0 -> 0
a : -389.0000, 0 -> 2
c : 418.0000, 1 -> 2
d : -624.0000, 1 -> 1
a : -593.0000, 2 -> 0
a : 11.0000, 2 -> 3
b : -471.0000, 3 -> 0
a : 380.0000, 3 -> 2
