a : 728.0000, 0 -> 2
b : -484.0000, 0 -> 0
c : -347.0000, 0 -> 3
a : 483.0000, 1 -> 5
b : -421.0000, 1 -> 5
c : -845.0000, 1 -> 4
a : 381.0000, 2 -> 1
b : 642.0000, 2 -> 4
c : -330.0000, 2 -> 1
a : 0.0000, 3 -> 0
b : -843.0000, 3 -> 2
c : 555.0000, 3 -> 0
a : -552.0000, 4 -> 3
b : -161.0000, 4 -> 0
c : 297.0000, 4 -> 0
a : -367.0000, 5 -> 5
b : 1.0000, 5 -> 1
c : -727.0000, 5 -> 4
a : -683.0000, 6 -> 1
b : -849.0000, 6 -> 2
c : 61.0000, 6 -> 5
a : -258.0000, 0 -> 5
a : 958.0000, 1 -> 6
c : -313.0000, 2 -> 5
a : -715.0000, 3 -> 2
b : 922.0000, 4 -> 2
b : -527.0000, 5 -> 5
a : -703.0000, 6 -> 0
