a : -770.0000, 0 -> 3
b : -730.0000, 0 -> 3
c : 983.0000, 0 -> 0
d : -474.0000, 0 -> 1
a : -267.0000, 1 -> 4
b : 354.0000, 1 -> 3
c : 188.0000, 1 -> 0
d : -581.0000, 1 -> 3
a : -297.0000, 2 -> 0
b : 221.0000, 2 -> 3
c : -676.0000, 2 -> 1
d : -434.0000, 2 -> 4
a : -706.0000, 3 -> 3
b : 665.0000, 3 -> 1
c : 944.0000, 3 -> 2
d : -95.0000, 3 -> 4
a : -994.0000, 4 -> 2
b : 536.0000, 4 -> 0
c : -650.0000, 4 -> 4
d : -174.0000, 4 -> 1
c : -222.0000, 0 -> 3
d : -516.0000, 0 -> 0
b : 748.0000, 1 -> 4
d : 293.0000, 1 -> 0
b : 96.0000, 2 -> 4
d : -955.0000, 2 -> 0
c : 86.0000, 3 -> 0
b : -927.0000, 3 -> 4
b : 589.0000, 4 -> 1
c : 444.0000, 4 -> 2
