a : 810.0000, 0 -> 5
b : 148.0000, 0 -> 6
a : -551.0000, 1 -> 6
b : -113.0000, 1 -> 0
a : -374.0000, 2 -> 6
b : -963.0000, 2 -> 4
a : -270.0000, 3 -> 2
b : -568.0000, 3 -> 2
a : 874.0000, 4 -> 6
b : 203.0000, 4 -> 5
a : 361.0000, 5 -> 3
b : 39.0000, 5 -> 6
a : 180.0000, 6 -> 0
b : 623.0000, 6 -> 4
a : 571.0000, 7 -> 0
b : -240.0000, 7 -> 7
b : -1000.0000, 0 -> 4
a : 674.0000, 1 -> 4
a : 694.0000, 2 -> 5
a : 413.0000, 3 -> 0
b : 737.0000, 4 -> 1
b : -430.0000, 5 -> 2
b : 931.0000, 6 -> 1
b : 815.0000, 7 -> 2
b : 422.0000, 1 -> 7
