a : -387.0000, 0 -> 7
b : 3.0000, 0 -> 0
a : 488.0000, 1 -> 0
b : 324.0000, 1 -> 3
a : 468.0000, 2 -> 5
b : 119.0000, 2 -> 5
a : 296.0000, 3 -> 0
b : 37.0000, 3 -> 4
a : 235.0000, 4 -> 3
b : -930.0000, 4 -> 3
a : 7.0000, 5 -> 7
b : -399.0000, 5 -> 6
a : -544.0000, 6 -> 0
b : -662.0000, 6 -> 7
a : 699.0000, 7 -> 2
b : 455.0000, 7 -> 7
b : -246.0000, 0 -> 5
b : 907.0000, 1 -> 0
a : 823.0000, 2 -> 3
a : -360.0000, 3 -> 1
a : -303.0000, 4 -> 7
b : -515.0000, 5 -> 3
a : 12.0000, 6 -> 2
b : 802.0000, 7 -> 0
