a : -137.0000, 0 -> 5
b : -953.0000, 0 -> 3
c : 458.0000, 0 -> 0
a : -13.0000, 1 -> 3
b : -538.0000, 1 -> 4
c : -344.0000, 1 -> 3
a : 312.0000, 2 -> 5
b : -471.0000, 2 -> 1
c : -924.0000, 2 -> 0
a : 317.0000, 3 -> 0
b : -185.0000, 3 -> 4
c : -534.0000, 3 -> 2
a : -175.0000, 4 -> 4
b : -964.0000, 4 -> 2
c : 838.0000, 4 -> 2
a : 157.0000, 5 -> 4
b : -313.0000, 5 -> 4
c : -361.0000, 5 -> 5
b : 39.0000, 0 -> 5
b : 261.0000, 1 -> 2
c : 81.0000, 2 -> 2
a : 259.0000, 3 -> 4
a : 180.0000, 4 -> 1
b : -405.0000, 5 -> 5
