a : 872.0000, 0 -> 6
b : 452.0000, 0 -> 2
c : 689.0000, 0 -> 3
d : 691.0000, 0 -> 3
a : -611.0000, 1 -> 0
b : 22.0000, 1 -> 0
c : -880.0000, 1 -> 1
d : 178.0000, 1 -> 4
a : -182.0000, 2 -> 2
b : 565.0000, 2 -> 6
c : 919.0000, 2 -> 3
d : -80.0000, 2 -> 1
a : 953.0000, 3 -> 6
b : -390.0000, 3 -> 2
c : 873.0000, 3 -> 4
d : -522.0000, 3 -> 1
a : 120.0000, 4 -> 2
b : 366.0000, 4 -> 0
c : 334.0000, 4 -> 2
d : -239.0000, 4 -> 2
a : 630.0000, 5 -> 4
b : -745.0000, 5 -> 3
c : 159.0000, 5 -> 5
d : 164.0000, 5 -> 0
a : 690.0000, 6 -> 4
b : 541.0000, 6 -> 5
c : 582.0000, 6 -> 2
d : 368.0000, 6 -> 2
b : -560.0000, 0 -> 1
b : 890.0000, 0 -> 6
d : 968.0000, 1 -> 3
b : 736.0000, 1 -> 3
d : 796.0000, 2 -> 0
b : -262.0000, 2 -> 0
d : -680.0000, 3 -> 4
b : -990.0000, 3 -> 4
b : -492.0000, 4 -> 1
b : 686.0000, 4 -> 2
a : 385.0000, 5 -> 6
b : 715.0000, 5 -> 4
a : -20.0000, 6 -> 6
a : -39.0000, 6 -> 1
