a : -219.0000, 0 -> 3
b : 856.0000, 0 -> 1
c : -510.0000, 0 -> 4
d : -274.0000, 0 -> 4
a : 236.0000, 1 -> 4
b : -260.0000, 1 -> 0
c : -645.0000, 1 -> 1
d : 485.0000, 1 -> 1
a : -722.0000, 2 -> 1
b : -748.0000, 2 -> 1
c : 722.0000, 2 -> 0
d : -586.0000, 2 -> 2
a : -390.0000, 3 -> 1
b : -452.0000, 3 -> 3
c : 985.0000, 3 -> 4
d : -867.0000, 3 -> 2
a : -582.0000, 4 -> 0
b : -685.0000, 4 -> 1
c : 247.0000, 4 -> 2
d : 2.0000, 4 -> 0
d : 506.0000, 0 -> 0
a : 494.0000, 0 -> 1
b : 671.0000, 1 -> 3
c : -183.0000, 1 -> 0
a : 602.0000, 2 -> 3
a : -991.0000, 2 -> 0
a : -363.0000, 3 -> 0
a : 977.0000, 3 -> 4
b : 235.0000, 4 -> 4
b : 389.0000, 4 -> 3
