a : 664.0000, 0 -> 0
b : 944.0000, 0 -> 5
c : 722.0000, 0 -> 2
d : 298.0000, 0 -> 0
a : -51.0000, 1 -> 0
b : 380.0000, 1 -> 0
c : -443.0000, 1 -> 2
d : -423.0000, 1 -> 2
a : 55.0000, 2 -> 4
b : -37.0000, 2 -> 4
c : -333.0000, 2 -> 4
d : -609.0000, 2 -> 3
a : -612.0000, 3 -> 2
b : -577.0000, 3 -> 1
c : -930.0000, 3 -> 5
d : 41.0000, 3 -> 3
a : -56.0000, 4 -> 3
b : 711.0000, 4 -> 2
c : 619.0000, 4 -> 5
d : 376.0000, 4 -> 4
a : -486.0000, 5 -> 5
b : 456.0000, 5 -> 2
c : -320.0000, 5 -> 2
d : -406.0000, 5 -> 2
d : 33.0000, 0 -> 5
d : 534.0000, 0 -> 2
a : 207.0000, 1 -> 4
c : 656.0000, 1 -> 5
d : 693.0000, 2 -> 5
b : -639.0000, 2 -> 0
a : -701.0000, 3 -> 4
c : -539.0000, 3 -> 4
b : 856.0000, 4 -> 5
a : -584.0000, 4 -> 4
a : -538.0000, 5 -> 1
d : -677.0000, 5 -> 4
